Batch_ID,Pathway,MoA,Compound,Samples_ID,Replicates,Replicates_ID,Concentrations,Concentrations_ID,Date,Run date,Duration,Duration_ID
exp271221,FGFR,ALK,Infigratinib (BGJ398),BGJ398,4,BGJ3981_007u_exp271221_run140122_09,7e-6,007u,2021-12-27,2022-01-14,9,9d
exp271221,FGFR,ALK,Infigratinib (BGJ398),BGJ398,4,BGJ3982_007u_exp271221_run140122_10,7e-6,007u,2021-12-27,2022-01-14,9,9d
exp271221,FGFR,ALK,Infigratinib (BGJ398),BGJ398,4,BGJ3983_007u_exp271221_run140122_11,7e-6,007u,2021-12-27,2022-01-14,9,9d
exp271221,FGFR,ALK,Infigratinib (BGJ398),BGJ398,4,BGJ3984_007u_exp271221_run140122_12,7e-6,007u,2021-12-27,2022-01-14,9,9d
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr1_100n_exp010821_run180821_15,1.0000000000000001e-7,100n,2021-08-01,2021-08-18,9,9d
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr2_100n_exp010821_run180821_16,1.0000000000000001e-7,100n,2021-08-01,2021-08-18,9,9d
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr3_100n_exp010821_run180821_17,1.0000000000000001e-7,100n,2021-08-01,2021-08-18,9,9d
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr4_100n_exp010821_run180821_18,1.0000000000000001e-7,100n,2021-08-01,2021-08-18,9,9d
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr1_100n_exp040821_run180821_37,1.0000000000000001e-7,100n,2021-08-04,2021-08-18,9,9d
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr2_100n_exp040821_run180821_38,1.0000000000000001e-7,100n,2021-08-04,2021-08-18,9,9d
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr3_100n_exp040821_run180821_39,1.0000000000000001e-7,100n,2021-08-04,2021-08-18,9,9d
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr4_100n_exp040821_run180821_40,1.0000000000000001e-7,100n,2021-08-04,2021-08-18,9,9d
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr1_080n_exp181021_run251121_01,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr2_080n_exp181021_run251121_02,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr3_080n_exp181021_run251121_03,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,4,Pemetr4_080n_exp181021_run251121_04,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,9d_PEM1_100n_exp281022_run110723_05,1.0000000000000001e-7,100n,2022-10-28,2023-07-11,9,9d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,9d_PEM2_100n_exp281022_run110723_06,1.0000000000000001e-7,100n,2022-10-28,2023-07-11,9,9d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,9d_PEM3_100n_exp281022_run110723_07,1.0000000000000001e-7,100n,2022-10-28,2023-07-11,9,9d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,9d_PEM4_100n_exp281022_run110723_08,1.0000000000000001e-7,100n,2022-10-28,2023-07-11,9,9d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,19d_PEM1_100n_exp071122_run110723_13,1.0000000000000001e-7,100n,2022-11-07,2023-07-11,19,19d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,19d_PEM2_100n_exp071122_run110723_14,1.0000000000000001e-7,100n,2022-11-07,2023-07-11,19,19d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,19d_PEM3_100n_exp071122_run110723_15,1.0000000000000001e-7,100n,2022-11-07,2023-07-11,19,19d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,19d_PEM4_100n_exp071122_run110723_16,1.0000000000000001e-7,100n,2022-11-07,2023-07-11,19,19d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,30d_PEM1_100n_exp181122_run110723_21,1.0000000000000001e-7,100n,2022-11-18,2023-07-11,30,30d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,30d_PEM2_100n_exp181122_run110723_22,1.0000000000000001e-7,100n,2022-11-18,2023-07-11,30,30d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,30d_PEM3_100n_exp181122_run110723_23,1.0000000000000001e-7,100n,2022-11-18,2023-07-11,30,30d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,30d_PEM4_100n_exp181122_run110723_24,1.0000000000000001e-7,100n,2022-11-18,2023-07-11,30,30d
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,1.5m_PEM1_100n_exp021222_run110723_29,1.0000000000000001e-7,100n,2022-12-02,2023-07-11,45,1.5m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,1.5m_PEM2_100n_exp021222_run110723_30,1.0000000000000001e-7,100n,2022-12-02,2023-07-11,45,1.5m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,1.5m_PEM3_100n_exp021222_run110723_31,1.0000000000000001e-7,100n,2022-12-02,2023-07-11,45,1.5m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,1.5m_PEM4_100n_exp021222_run110723_32,1.0000000000000001e-7,100n,2022-12-02,2023-07-11,45,1.5m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,2m_PEM1_100n_exp161222_run110723_37,1.0000000000000001e-7,100n,2022-12-16,2023-07-11,60,2m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,2m_PEM2_100n_exp161222_run110723_38,1.0000000000000001e-7,100n,2022-12-16,2023-07-11,60,2m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,2m_PEM3_100n_exp161222_run110723_39,1.0000000000000001e-7,100n,2022-12-16,2023-07-11,60,2m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,2m_PEM4_100n_exp161222_run110723_40,1.0000000000000001e-7,100n,2022-12-16,2023-07-11,60,2m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,3m_PEM1_100n_exp180123_run110723_45,1.0000000000000001e-7,100n,2023-01-18,2023-07-11,90,3m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,3m_PEM2_100n_exp180123_run110723_46,1.0000000000000001e-7,100n,2023-01-18,2023-07-11,90,3m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,3m_PEM3_100n_exp180123_run110723_47,1.0000000000000001e-7,100n,2023-01-18,2023-07-11,90,3m
exp281022_time course,Chemotherapy,antifolate,Pemetrexed,PEM,4,3m_PEM4_100n_exp180123_run110723_48,1.0000000000000001e-7,100n,2023-01-18,2023-07-11,90,3m
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla1_250n_exp300821_run290921_17,2.5000000000000004e-7,250n,2021-08-30,2021-09-29,9,9d
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla2_250n_exp300821_run290921_18,2.5000000000000004e-7,250n,2021-08-30,2021-09-29,9,9d
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla3_250n_exp300821_run290921_19,2.5000000000000004e-7,250n,2021-08-30,2021-09-29,9,9d
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla4_250n_exp300821_run290921_20,2.5000000000000004e-7,250n,2021-08-30,2021-09-29,9,9d
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla1_500n_exp181021_run251121_09,5.000000000000001e-7,500n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla2_500n_exp181021_run251121_10,5.000000000000001e-7,500n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla3_500n_exp181021_run251121_11,5.000000000000001e-7,500n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,4,Cispla4_500n_exp181021_run251121_12,5.000000000000001e-7,500n,2021-10-18,2021-11-25,9,9d
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,4,Oxalip1_005u_exp070222_run060522_09,4.9999999999999996e-6,005u,2022-02-07,2022-05-06,9,9d
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,4,Oxalip2_005u_exp070222_run060522_10,4.9999999999999996e-6,005u,2022-02-07,2022-05-06,9,9d
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,4,Oxalip3_005u_exp070222_run060522_11,4.9999999999999996e-6,005u,2022-02-07,2022-05-06,9,9d
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,4,Oxalip4_005u_exp070222_run060522_12,4.9999999999999996e-6,005u,2022-02-07,2022-05-06,9,9d
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,4,Carbop1_007u_exp070222_run060522_13,7e-6,007u,2022-02-07,2022-05-06,9,9d
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,4,Carbop2_007u_exp070222_run060522_14,7e-6,007u,2022-02-07,2022-05-06,9,9d
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,4,Carbop3_007u_exp070222_run060522_15,7e-6,007u,2022-02-07,2022-05-06,9,9d
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,4,Carbop4_007u_exp070222_run060522_16,7e-6,007u,2022-02-07,2022-05-06,9,9d
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,4,Doxoru1_080n_exp181021_run251121_05,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,4,Doxoru2_080n_exp181021_run251121_06,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,4,Doxoru3_080n_exp181021_run251121_07,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,4,Doxoru4_080n_exp181021_run251121_08,8e-8,080n,2021-10-18,2021-11-25,9,9d
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,4,Paclit1_005n_exp220322_run060522_37,5e-9,005n,2022-03-22,2022-05-06,9,9d
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,4,Paclit2_005n_exp220322_run060522_38,5e-9,005n,2022-03-22,2022-05-06,9,9d
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,4,Paclit3_005n_exp220322_run060522_39,5e-9,005n,2022-03-22,2022-05-06,9,9d
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,4,Paclit4_005n_exp220322_run060522_40,5e-9,005n,2022-03-22,2022-05-06,9,9d
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,4,Capiva1_050u_exp151121_run071221_45,4.9999999999999996e-5,050u,2021-11-15,2021-12-07,9,9d
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,4,Capiva2_050u_exp151121_run071221_46,4.9999999999999996e-5,050u,2021-11-15,2021-12-07,9,9d
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,4,Capiva3_050u_exp151121_run071221_47,4.9999999999999996e-5,050u,2021-11-15,2021-12-07,9,9d
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,4,Capiva4_050u_exp151121_run071221_48,4.9999999999999996e-5,050u,2021-11-15,2021-12-07,9,9d
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,4,SHP0991_050u_exp151121_run180122_07,4.9999999999999996e-5,050u,2021-11-15,2022-01-18,9,9d
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,4,SHP0992_050u_exp151121_run180122_08,4.9999999999999996e-5,050u,2021-11-15,2022-01-18,9,9d
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,4,SHP0993_050u_exp151121_run180122_09,4.9999999999999996e-5,050u,2021-11-15,2022-01-18,9,9d
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,4,SHP0994_050u_exp151121_run180122_10,4.9999999999999996e-5,050u,2021-11-15,2022-01-18,9,9d
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,4,Mefloq1_010u_exp220322_run200522_41,9.999999999999999e-6,010u,2022-03-22,2022-05-20,9,9d
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,4,Mefloq2_010u_exp220322_run200522_42,9.999999999999999e-6,010u,2022-03-22,2022-05-20,9,9d
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,4,Mefloq3_010u_exp220322_run200522_43,9.999999999999999e-6,010u,2022-03-22,2022-05-20,9,9d
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,4,Mefloq4_010u_exp220322_run200522_44,9.999999999999999e-6,010u,2022-03-22,2022-05-20,9,9d
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,4,Saraca1_500n_exp220322_run200522_05,5.000000000000001e-7,500n,2022-03-22,2022-05-20,9,9d
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,4,Saraca2_500n_exp220322_run200522_06,5.000000000000001e-7,500n,2022-03-22,2022-05-20,9,9d
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,4,Saraca3_500n_exp220322_run200522_07,5.000000000000001e-7,500n,2022-03-22,2022-05-20,9,9d
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,4,Saraca4_500n_exp220322_run200522_08,5.000000000000001e-7,500n,2022-03-22,2022-05-20,9,9d
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,4,BMS5361_002u_exp220322_run200522_13,2e-6,002u,2022-03-22,2022-05-20,9,9d
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,4,BMS5362_002u_exp220322_run200522_14,2e-6,002u,2022-03-22,2022-05-20,9,9d
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,4,BMS5363_002u_exp220322_run200522_15,2e-6,002u,2022-03-22,2022-05-20,9,9d
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,4,BMS5364_002u_exp220322_run200522_16,2e-6,002u,2022-03-22,2022-05-20,9,9d
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,4,AZD8181_050u_exp220322_run200522_21,4.9999999999999996e-5,050u,2022-03-22,2022-05-20,9,9d
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,4,AZD8182_050u_exp220322_run200522_22,4.9999999999999996e-5,050u,2022-03-22,2022-05-20,9,9d
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,4,AZD8183_050u_exp220322_run200522_23,4.9999999999999996e-5,050u,2022-03-22,2022-05-20,9,9d
exp220322,PI3K,Connexin inhibitor,AZD8186,AZD818,4,AZD8184_050u_exp220322_run200522_24,4.9999999999999996e-5,050u,2022-03-22,2022-05-20,9,9d
