Batch_ID,Filename,Pathway,Old_Pathway,MoA,Old_MoA,Compound,Samples_ID,Kept,Date,Run date,Duration,Duration_ID,Concentrations_Formatted,Concentrations_ID,Concentrations,Replicates,Replicates_ID,Comments
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-07,2023-07-11,19,19d,100 nM,100n,1.0000000000000001e-7,4,19d_osim1_100n_exp071122_run110723_09,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-07,2023-07-11,19,19d,100 nM,100n,1.0000000000000001e-7,4,19d_osim2_100n_exp071122_run110723_10,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-07,2023-07-11,19,19d,100 nM,100n,1.0000000000000001e-7,4,19d_osim3_100n_exp071122_run110723_11,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-07,2023-07-11,19,19d,100 nM,100n,1.0000000000000001e-7,4,19d_osim4_100n_exp071122_run110723_12,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-18,2023-07-11,30,30d,100 nM,100n,1.0000000000000001e-7,4,30d_osim1_100n_exp181122_run110723_17,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-18,2023-07-11,30,30d,100 nM,100n,1.0000000000000001e-7,4,30d_osim2_100n_exp181122_run110723_18,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-18,2023-07-11,30,30d,100 nM,100n,1.0000000000000001e-7,4,30d_osim3_100n_exp181122_run110723_19,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-11-18,2023-07-11,30,30d,100 nM,100n,1.0000000000000001e-7,4,30d_osim4_100n_exp181122_run110723_20,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-02,2023-07-11,45,1.5m,100 nM,100n,1.0000000000000001e-7,4,1.5m_osim1_100n_exp021222_run110723_25,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-02,2023-07-11,45,1.5m,100 nM,100n,1.0000000000000001e-7,4,1.5m_osim2_100n_exp021222_run110723_26,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-02,2023-07-11,45,1.5m,100 nM,100n,1.0000000000000001e-7,4,1.5m_osim3_100n_exp021222_run110723_27,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-02,2023-07-11,45,1.5m,100 nM,100n,1.0000000000000001e-7,4,1.5m_osim4_100n_exp021222_run110723_28,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-16,2023-07-11,60,2m,100 nM,100n,1.0000000000000001e-7,4,2m_osim1_100n_exp161222_run110723_33,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-16,2023-07-11,60,2m,100 nM,100n,1.0000000000000001e-7,4,2m_osim2_100n_exp161222_run110723_34,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-16,2023-07-11,60,2m,100 nM,100n,1.0000000000000001e-7,4,2m_osim3_100n_exp161222_run110723_35,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2022-12-16,2023-07-11,60,2m,100 nM,100n,1.0000000000000001e-7,4,2m_osim4_100n_exp161222_run110723_36,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2023-01-18,2023-07-11,90,3m,100 nM,100n,1.0000000000000001e-7,4,3m_osim1_100n_exp180123_run110723_41,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2023-01-18,2023-07-11,90,3m,100 nM,100n,1.0000000000000001e-7,4,3m_osim2_100n_exp180123_run110723_42,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2023-01-18,2023-07-11,90,3m,100 nM,100n,1.0000000000000001e-7,4,3m_osim3_100n_exp180123_run110723_43,Time Course
exp281022_time_course,exp281022gamme.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Osimertinb,osim,TRUE,2023-01-18,2023-07-11,90,3m,100 nM,100n,1.0000000000000001e-7,4,3m_osim4_100n_exp180123_run110723_44,Time Course
exp271221,exp271221.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,WZ4002,WZ4002,TRUE,2021-12-27,2022-01-14,9,9d,1 uM,001u,1e-6,4,WZ40021_001u_exp271221_run140122_01,Low cluster density
exp271221,exp271221.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,WZ4002,WZ4002,TRUE,2021-12-27,2022-01-14,9,9d,1 uM,001u,1e-6,4,WZ40022_001u_exp271221_run140122_02,Low cluster density
exp271221,exp271221.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,WZ4002,WZ4002,TRUE,2021-12-27,2022-01-14,9,9d,1 uM,001u,1e-6,4,WZ40023_001u_exp271221_run140122_03,Low cluster density
exp271221,exp271221.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,WZ4002,WZ4002,TRUE,2021-12-27,2022-01-14,9,9d,1 uM,001u,1e-6,4,WZ40024_001u_exp271221_run140122_04,Low cluster density
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Lazertinib,Lazert,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Lazert1_001u_exp070222_run010322_33,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Lazertinib,Lazert,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Lazert2_001u_exp070222_run010322_34,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Lazertinib,Lazert,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Lazert3_001u_exp070222_run010322_35,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Lazertinib,Lazert,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Lazert4_001u_exp070222_run010322_36,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Rociletinib,Rocile,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Rocile1_001u_exp070222_run010322_37,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Rociletinib,Rocile,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Rocile2_001u_exp070222_run010322_38,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Rociletinib,Rocile,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Rocile3_001u_exp070222_run010322_39,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Rociletinib,Rocile,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Rocile4_001u_exp070222_run010322_40,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Mavelertinib,Mavele,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Mavele1_001u_exp070222_run010322_41,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Mavelertinib,Mavele,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Mavele2_001u_exp070222_run010322_42,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Mavelertinib,Mavele,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Mavele3_001u_exp070222_run010322_43,NA
exp070222,exp070222.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Mavelertinib,Mavele,TRUE,2022-02-07,2022-03-01,9,9d,1 µM,001u,1e-6,4,Mavele4_001u_exp070222_run010322_44,NA
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Cetuximab,Cetux,FALSE,2022-10-28,2022-12-14,9,9d,20 uM,020u,1.9999999999999998e-5,4,Cetux1_020u_exp281022_run141222_14,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Cetuximab,Cetux,FALSE,2022-10-28,2022-12-14,9,9d,20 uM,020u,1.9999999999999998e-5,4,Cetux2_020u_exp281022_run141222_15,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Cetuximab,Cetux,FALSE,2022-10-28,2022-12-14,9,9d,20 uM,020u,1.9999999999999998e-5,4,Cetux3_020u_exp281022_run141222_16,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (3rd gen.),3rd generation EGFR-TKIs,Cetuximab,Cetux,FALSE,2022-10-28,2022-12-14,9,9d,20 uM,020u,1.9999999999999998e-5,4,Cetux4_020u_exp281022_run141222_17,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp300821,exp300821.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-08-30,2021-09-29,9,9d,2 uM,002u,2e-6,4,Gefiti1_002u_exp300821_run290921_13,NA
exp300821,exp300821.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-08-30,2021-09-29,9,9d,2 uM,002u,2e-6,4,Gefiti2_002u_exp300821_run290921_14,NA
exp300821,exp300821.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-08-30,2021-09-29,9,9d,2 uM,002u,2e-6,4,Gefiti3_002u_exp300821_run290921_15,NA
exp300821,exp300821.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-08-30,2021-09-29,9,9d,2 uM,002u,2e-6,4,Gefiti4_002u_exp300821_run290921_16,NA
exp151121,exp151121.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-11-15,2021-12-07,9,9d,2 uM,002u,2e-6,4,Gefiti1_002u_exp151121_run071221_13,NA
exp151121,exp151121.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-11-15,2021-12-07,9,9d,2 uM,002u,2e-6,4,Gefiti2_002u_exp151121_run071221_14,NA
exp151121,exp151121.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-11-15,2021-12-07,9,9d,2 uM,002u,2e-6,4,Gefiti3_002u_exp151121_run071221_15,NA
exp151121,exp151121.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gefiti,TRUE,2021-11-15,2021-12-07,9,9d,2 uM,002u,2e-6,4,Gefiti4_002u_exp151121_run071221_16,NA
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gef,FALSE,2022-10-28,2022-12-14,9,9d,2 uM,002u,2e-6,4,Gef1_002u_exp281022_run141222_18,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gef,FALSE,2022-10-28,2022-12-14,9,9d,2 uM,002u,2e-6,4,Gef2_002u_exp281022_run141222_19,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gef,FALSE,2022-10-28,2022-12-14,9,9d,2 uM,002u,2e-6,4,Gef3_002u_exp281022_run141222_20,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,EGFR inhibitor (1st gen.),1st generation EGFR-TKIs,Gefitinib,Gef,FALSE,2022-10-28,2022-12-14,9,9d,2 uM,002u,2e-6,4,Gef4_002u_exp281022_run141222_21,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp151121,exp151121.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,TRUE,2021-11-15,2021-12-07,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC1_010u_exp151121_run071221_17,NA
exp151121,exp151121.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,TRUE,2021-11-15,2021-12-07,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC2_010u_exp151121_run071221_18,NA
exp151121,exp151121.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,TRUE,2021-11-15,2021-12-07,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC3_010u_exp151121_run071221_19,NA
exp151121,exp151121.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,TRUE,2021-11-15,2021-12-07,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC4_010u_exp151121_run071221_20,NA
exp281022_t25,exp281022t25.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,FALSE,2022-10-28,2022-12-14,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC1_010u_exp281022_run141222_10,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,FALSE,2022-10-28,2022-12-14,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC2_010u_exp281022_run141222_11,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,FALSE,2022-10-28,2022-12-14,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC3_010u_exp281022_run141222_12,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp281022_t25,exp281022t25.tsv,RTK,EGFR,PROTAC conjugated EGFR inhibitor,PROTAC conjugated,Gefitinib-PROTAC-1,PROTAC,FALSE,2022-10-28,2022-12-14,9,9d,10 uM,010u,9.999999999999999e-6,4,PROTAC4_010u_exp281022_run141222_13,"T 75 for `cetuximab`, Not enough concentration of the anti-EGFR antibody, cetuximab"
exp271221,exp271221.tsv,RAS-MAPK,KRAS,KRAS inhibitor,PROTAC conjugated,Sotorasib (AMG-510),Sotora,TRUE,2021-12-27,2022-01-14,9,9d,35 uM,035u,3.5e-5,4,Sotora1_035u_exp271221_run140122_05,Low cluster density
exp271221,exp271221.tsv,RAS-MAPK,KRAS,KRAS inhibitor,PROTAC conjugated,Sotorasib (AMG-510),Sotora,TRUE,2021-12-27,2022-01-14,9,9d,35 uM,035u,3.5e-5,4,Sotora2_035u_exp271221_run140122_06,Low cluster density
exp271221,exp271221.tsv,RAS-MAPK,KRAS,KRAS inhibitor,PROTAC conjugated,Sotorasib (AMG-510),Sotora,TRUE,2021-12-27,2022-01-14,9,9d,35 uM,035u,3.5e-5,4,Sotora3_035u_exp271221_run140122_07,Low cluster density
exp271221,exp271221.tsv,RAS-MAPK,KRAS,KRAS inhibitor,PROTAC conjugated,Sotorasib (AMG-510),Sotora,TRUE,2021-12-27,2022-01-14,9,9d,35 uM,035u,3.5e-5,4,Sotora4_035u_exp271221_run140122_08,Low cluster density
exp300821,exp300821.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-08-30,2021-09-29,9,9d,1 uM,001u,1e-6,4,CCT1961_001u_exp300821_run290921_25,NA
exp300821,exp300821.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-08-30,2021-09-29,9,9d,1 uM,001u,1e-6,4,CCT1962_001u_exp300821_run290921_26,NA
exp300821,exp300821.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-08-30,2021-09-29,9,9d,1 uM,001u,1e-6,4,CCT1963_001u_exp300821_run290921_27,NA
exp300821,exp300821.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-08-30,2021-09-29,9,9d,1 uM,001u,1e-6,4,CCT1964_001u_exp300821_run290921_28,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-11-15,2021-12-07,9,9d,1 uM,001u,1e-6,4,CCT1961_001u_exp151121_run071221_25,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-11-15,2021-12-07,9,9d,1 uM,001u,1e-6,4,CCT1962_001u_exp151121_run071221_26,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-11-15,2021-12-07,9,9d,1 uM,001u,1e-6,4,CCT1963_001u_exp151121_run071221_27,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,CCT196969,CCT196,TRUE,2021-11-15,2021-12-07,9,9d,1 uM,001u,1e-6,4,CCT1964_001u_exp151121_run071221_28,NA
exp130921,exp130921.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-09-13,2021-09-29,9,9d,3 uM,003u,3e-6,4,LY30091_003u_exp130921_run290921_36,NA
exp130921,exp130921.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-09-13,2021-09-29,9,9d,3 uM,003u,3e-6,4,LY30092_003u_exp130921_run290921_37,NA
exp130921,exp130921.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-09-13,2021-09-29,9,9d,3 uM,003u,3e-6,4,LY30093_003u_exp130921_run290921_38,NA
exp130921,exp130921.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-09-13,2021-09-29,9,9d,3 uM,003u,3e-6,4,LY30094_003u_exp130921_run290921_39,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-11-15,2021-12-07,9,9d,3 uM,003u,3e-6,4,LY30091_003u_exp151121_run071221_29,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-11-15,2021-12-07,9,9d,3 uM,003u,3e-6,4,LY30092_003u_exp151121_run071221_30,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-11-15,2021-12-07,9,9d,3 uM,003u,3e-6,4,LY30093_003u_exp151121_run071221_31,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,LY3009120,LY3009,TRUE,2021-11-15,2021-12-07,9,9d,3 uM,003u,3e-6,4,LY30094_003u_exp151121_run071221_32,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,RAF265,RAF265,TRUE,2021-11-15,2021-12-07,9,9d,5 uM,005u,4.9999999999999996e-6,4,RAF2651_005u_exp151121_run071221_21,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,RAF265,RAF265,TRUE,2021-11-15,2021-12-07,9,9d,5 uM,005u,4.9999999999999996e-6,4,RAF2652_005u_exp151121_run071221_22,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,RAF265,RAF265,TRUE,2021-11-15,2021-12-07,9,9d,5 uM,005u,4.9999999999999996e-6,4,RAF2653_005u_exp151121_run071221_23,NA
exp151121,exp151121.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,RAF265,RAF265,TRUE,2021-11-15,2021-12-07,9,9d,5 uM,005u,4.9999999999999996e-6,4,RAF2654_005u_exp151121_run071221_24,NA
exp070222,exp070222.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,Vemurafenib,Vemura,TRUE,2022-02-07,2022-05-06,9,9d,7 uM,007u,7e-6,4,Vemura1_007u_exp070222_run060522_01,NA
exp070222,exp070222.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,Vemurafenib,Vemura,TRUE,2022-02-07,2022-05-06,9,9d,7 uM,007u,7e-6,4,Vemura2_007u_exp070222_run060522_02,NA
exp070222,exp070222.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,Vemurafenib,Vemura,TRUE,2022-02-07,2022-05-06,9,9d,7 uM,007u,7e-6,4,Vemura3_007u_exp070222_run060522_03,NA
exp070222,exp070222.tsv,RAS-MAPK,RAF,RAF  inhibitor,PROTAC conjugated,Vemurafenib,Vemura,TRUE,2022-02-07,2022-05-06,9,9d,7 uM,007u,7e-6,4,Vemura4_007u_exp070222_run060522_04,NA
exp010821,exp010821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-01,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet1_030n_exp010821_run180821_11,NA
exp010821,exp010821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-01,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet2_030n_exp010821_run180821_12,NA
exp010821,exp010821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-01,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet3_030n_exp010821_run180821_13,NA
exp010821,exp010821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-01,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet4_030n_exp010821_run180821_14,NA
exp040821,exp040821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-04,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet1_030n_exp040821_run180821_33,NA
exp040821,exp040821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-04,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet2_030n_exp040821_run180821_34,NA
exp040821,exp040821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-04,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet3_030n_exp040821_run180821_35,NA
exp040821,exp040821.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-08-04,2021-08-18,9,9d,30 nM,030n,3.0000000000000004e-8,4,Tramet4_030n_exp040821_run180821_36,NA
exp151121,exp151121.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-11-15,2021-12-07,9,9d,40 nM,040n,4e-8,4,Tramet1_040n_exp151121_run071221_05,NA
exp151121,exp151121.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-11-15,2021-12-07,9,9d,40 nM,040n,4e-8,4,Tramet2_040n_exp151121_run071221_06,NA
exp151121,exp151121.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-11-15,2021-12-07,9,9d,40 nM,040n,4e-8,4,Tramet3_040n_exp151121_run071221_07,NA
exp151121,exp151121.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,Trametinib,Tramet,TRUE,2021-11-15,2021-12-07,9,9d,40 nM,040n,4e-8,4,Tramet4_040n_exp151121_run071221_08,NA
exp151121,exp151121.tsv,RAS-MAPK,MEK,MEK inhibitor,PROTAC conjugated,U0126-EtOH,U0126E,TRUE,2021-11-15,2021-12-07,9,9d,30 uM,030u,2.9999999999999997e-5,4,U0126E1_030u_exp151121_run071221_09,NA
