Batch_ID,Level1,Level2,Samples,Samples_ID,Replicates_ID,Replicates,Concentrations,Date,Run date
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora1_010u_exp181021_run251121_33,4,10 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora2_010u_exp181021_run251121_34,4,10 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora3_010u_exp181021_run251121_35,4,10 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR1/2/3, PDGFRβ, Kit, RET and RAF-1",Regorafenib,Regora,Regora4_010u_exp181021_run251121_36,4,10 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza1_010u_exp181021_run251121_37,4,10 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza2_010u_exp181021_run251121_38,4,10 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza3_010u_exp181021_run251121_39,4,10 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR2, c-Met, Kit, Axl and Flt3",Cabozantinib,Caboza,Caboza4_010u_exp181021_run251121_40,4,10 uM,2021-10-18,2021-11-25
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito1_006u_exp300821_run290921_21,4,6 uM,2021-08-30,2021-09-29
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito2_006u_exp300821_run290921_22,4,6 uM,2021-08-30,2021-09-29
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito3_006u_exp300821_run290921_23,4,6 uM,2021-08-30,2021-09-29
exp300821,Apoptosis,BCL-2 inhibitor,Navitoclax,Navito,Navito4_006u_exp300821_run290921_24,4,6 uM,2021-08-30,2021-09-29
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu1_001u_exp130921_run111021_01,4,1 uM,2021-09-13,2021-10-11
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu2_001u_exp130921_run111021_02,4,1 uM,2021-09-13,2021-10-11
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu3_001u_exp130921_run111021_03,4,1 uM,2021-09-13,2021-10-11
exp130921,JAK/STAT,Stat3 inhibitor,Napabucasin,Napabu,Napabu4_001u_exp130921_run111021_04,4,1 uM,2021-09-13,2021-10-11
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti1_007u_exp151121_run180122_11,4,7 uM,2021-11-15,2022-01-18
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti2_007u_exp151121_run180122_12,4,7 uM,2021-11-15,2022-01-18
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti3_007u_exp151121_run180122_13,4,7 uM,2021-11-15,2022-01-18
exp151121,JAK/STAT,Stat3 inhibitor,"Stat3 inhibitor V, stattic",statti,statti4_007u_exp151121_run180122_14,4,7 uM,2021-11-15,2022-01-18
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1481_005u_exp130921_run111021_05,4,5 uM,2021-09-13,2021-10-11
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1482_005u_exp130921_run111021_06,4,5 uM,2021-09-13,2021-10-11
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1483_005u_exp130921_run111021_07,4,5 uM,2021-09-13,2021-10-11
exp130921,JAK/STAT,JAK inhibitor,AZD1480,AZD148,AZD1484_005u_exp130921_run111021_08,4,5 uM,2021-09-13,2021-10-11
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez1_020n_exp200921_run111021_25,4,20 nM,2021-09-20,2021-10-11
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez2_020n_exp200921_run111021_26,4,20 nM,2021-09-20,2021-10-11
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez3_020n_exp200921_run111021_27,4,20 nM,2021-09-20,2021-10-11
exp200921,Proteasomal inhibitors,JAK inhibitor,Bortezomib,Bortez,Bortez4_020n_exp200921_run111021_28,4,20 nM,2021-09-20,2021-10-11
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro1_040u_exp200921_run111021_41,4,40 uM,2021-09-20,2021-10-11
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro2_040u_exp200921_run111021_42,4,40 uM,2021-09-20,2021-10-11
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro3_040u_exp200921_run111021_43,4,40 uM,2021-09-20,2021-10-11
exp200921,Autophagy,Autophagy and toll-like receptors (TLRs) inhibitor,Chloroquine,Chloro,Chloro4_040u_exp200921_run111021_44,4,40 uM,2021-09-20,2021-10-11
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti1_007u_exp181021_run251121_17,4,7 uM,2021-10-18,2021-11-25
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti2_007u_exp181021_run251121_18,4,7 uM,2021-10-18,2021-11-25
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti3_007u_exp181021_run251121_19,4,7 uM,2021-10-18,2021-11-25
exp181021,Autophagy,"Ubiquitin-specific peptidases, USP10 and USP13",Spautin-1,Spauti,Spauti4_007u_exp181021_run251121_20,4,7 uM,2021-10-18,2021-11-25
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0201_005u_exp181021_run251121_13,4,5 uM,2021-10-18,2021-11-25
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0202_005u_exp181021_run251121_14,4,5 uM,2021-10-18,2021-11-25
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0203_005u_exp181021_run251121_15,4,5 uM,2021-10-18,2021-11-25
exp181021,Autophagy,ULK1 inhibitor,SBI-0206965,SBI020,SBI0204_005u_exp181021_run251121_16,4,5 uM,2021-10-18,2021-11-25
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo1_1,2n_exp200921_run111021_45",4,"1,2 nM",2021-09-20,2021-10-11
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo2_1,2n_exp200921_run111021_46",4,"1,2 nM",2021-09-20,2021-10-11
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo3_1,2n_exp200921_run111021_47",4,"1,2 nM",2021-09-20,2021-10-11
exp200921,Antibiotics,Inhibit vacuolar H +-ATPase,Bafilomycin-A1,Bafilo,"Bafilo4_1,2n_exp200921_run111021_48",4,"1,2 nM",2021-09-20,2021-10-11
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri1_100n_exp070222_run060522_17,4,100 nM,2022-02-07,2022-05-06
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri2_100n_exp070222_run060522_18,4,100 nM,2022-02-07,2022-05-06
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri3_100n_exp070222_run060522_19,4,100 nM,2022-02-07,2022-05-06
exp070222,Antibiotics,NLRP3 activator,Nigericin,Nigeri,Nigeri4_100n_exp070222_run060522_20,4,100 nM,2022-02-07,2022-05-06
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5081_025u_exp181021_run251121_45,4,25 uM,2021-10-18,2021-11-25
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5082_025u_exp181021_run251121_46,4,25 uM,2021-10-18,2021-11-25
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5083_025u_exp181021_run251121_47,4,25 uM,2021-10-18,2021-11-25
exp181021,MNK,MNK1 and MNK2 inhibitor,eFT-508,eFT508,eFT5084_025u_exp181021_run251121_48,4,25 uM,2021-10-18,2021-11-25
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5731_010u_exp181021_run251121_41,4,10 uM,2021-10-18,2021-11-25
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5732_010u_exp181021_run251121_42,4,10 uM,2021-10-18,2021-11-25
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5733_010u_exp181021_run251121_43,4,10 uM,2021-10-18,2021-11-25
exp181021,MNK,MNK1 inhibitor,CGP57380,CGP573,CGP5734_010u_exp181021_run251121_44,4,10 uM,2021-10-18,2021-11-25
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou1_008u_exp200921_run111021_17,4,8 uM,2021-09-20,2021-10-11
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou2_008u_exp200921_run111021_18,4,8 uM,2021-09-20,2021-10-11
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou3_008u_exp200921_run111021_19,4,8 uM,2021-09-20,2021-10-11
exp200921,AMPK,AMPK inhibitor,Dorsomorphin (Compound C) 2HCl,Compou,Compou4_008u_exp200921_run111021_20,4,8 uM,2021-09-20,2021-10-11
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo1_050u_exp151121_run180122_03,4,50 uM,2021-11-15,2022-01-18
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo2_050u_exp151121_run180122_04,4,50 uM,2021-11-15,2022-01-18
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo3_050u_exp151121_run180122_05,4,50 uM,2021-11-15,2022-01-18
exp151121,AMPK,AMPK activator,Phenformin HCL,Phenfo,Phenfo4_050u_exp151121_run180122_06,4,50 uM,2021-11-15,2022-01-18
exp200921,ROCK,LIMK inhibitor,LIM Kinase Inhibitor I,LIMKi3,LIMKi31_030u_exp200921_run111021_21,4,30 uM,2021-09-20,2021-10-11
exp200921,ROCK,LIMK inhibitor,LIM Kinase Inhibitor I,LIMKi3,LIMKi32_030u_exp200921_run111021_22,4,30 uM,2021-09-20,2021-10-11
exp200921,ROCK,LIMK inhibitor,LIM Kinase Inhibitor I,LIMKi3,LIMKi33_030u_exp200921_run111021_23,4,30 uM,2021-09-20,2021-10-11
exp200921,ROCK,LIMK inhibitor,LIM Kinase Inhibitor I,LIMKi3,LIMKi34_030u_exp200921_run111021_24,4,30 uM,2021-09-20,2021-10-11
exp070222,ROCK,ROCK-I and ROCK-II inhibitor,Y-27632 dihydrochloride,Y27632,Y276321_300u_exp070222_run060522_21,4,300 uM,2022-02-07,2022-05-06
exp070222,ROCK,ROCK-I and ROCK-II inhibitor,Y-27632 dihydrochloride,Y27632,Y276322_300u_exp070222_run060522_22,4,300 uM,2022-02-07,2022-05-06
exp070222,ROCK,ROCK-I and ROCK-II inhibitor,Y-27632 dihydrochloride,Y27632,Y276323_300u_exp070222_run060522_23,4,300 uM,2022-02-07,2022-05-06
exp070222,ROCK,ROCK-I and ROCK-II inhibitor,Y-27632 dihydrochloride,Y27632,Y276324_300u_exp070222_run060522_24,4,300 uM,2022-02-07,2022-05-06
exp200921,CDK,CDK4/CDK6 inhibitor,Palbociclib,Palboc,Palboc1_010u_exp200921_run111021_29,4,10 uM,2021-09-20,2021-10-11
exp200921,CDK,CDK4/CDK6 inhibitor,Palbociclib,Palboc,Palboc2_010u_exp200921_run111021_30,4,10 uM,2021-09-20,2021-10-11
exp200921,CDK,CDK4/CDK6 inhibitor,Palbociclib,Palboc,Palboc3_010u_exp200921_run111021_31,4,10 uM,2021-09-20,2021-10-11
exp200921,CDK,CDK4/CDK6 inhibitor,Palbociclib,Palboc,Palboc4_010u_exp200921_run111021_32,4,10 uM,2021-09-20,2021-10-11
exp220322,CDK,CDK7 inhibitor,THZ1,THZ1,THZ11_090n_exp220322_run200522_09,4,90 nM,2022-03-22,2022-05-20
exp220322,CDK,CDK7 inhibitor,THZ1,THZ1,THZ12_090n_exp220322_run200522_10,4,90 nM,2022-03-22,2022-05-20
exp220322,CDK,CDK7 inhibitor,THZ1,THZ1,THZ13_090n_exp220322_run200522_11,4,90 nM,2022-03-22,2022-05-20
exp220322,CDK,CDK7 inhibitor,THZ1,THZ1,THZ14_090n_exp220322_run200522_12,4,90 nM,2022-03-22,2022-05-20
exp200921,PARP,PARP1/2 inhibitor,Olaparib,Olapar,Olapar1_020u_exp200921_run111021_33,4,20 uM,2021-09-20,2021-10-11
exp200921,PARP,PARP1/2 inhibitor,Olaparib,Olapar,Olapar2_020u_exp200921_run111021_34,4,20 uM,2021-09-20,2021-10-11
exp200921,PARP,PARP1/2 inhibitor,Olaparib,Olapar,Olapar3_020u_exp200921_run111021_35,4,20 uM,2021-09-20,2021-10-11
exp200921,PARP,PARP1/2 inhibitor,Olaparib,Olapar,Olapar4_020u_exp200921_run111021_36,4,20 uM,2021-09-20,2021-10-11
exp220322,Wnt,Tankyrase inhibitor,XAV-939,XAV939,XAV9391_080u_exp220322_run060522_45,4,80 uM,2022-03-22,2022-05-06
exp220322,Wnt,Tankyrase inhibitor,XAV-939,XAV939,XAV9392_080u_exp220322_run060522_46,4,80 uM,2022-03-22,2022-05-06
exp200921,Wnt,Porcupine inhibitor,LGK974,LGK974,LGK9741_005u_exp200921_run111021_37,4,5 uM,2021-09-20,2021-10-11
exp200921,Wnt,Porcupine inhibitor,LGK974,LGK974,LGK9742_005u_exp200921_run111021_38,4,5 uM,2021-09-20,2021-10-11
exp200921,Wnt,Porcupine inhibitor,LGK974,LGK974,LGK9743_005u_exp200921_run111021_39,4,5 uM,2021-09-20,2021-10-11
exp200921,Wnt,Porcupine inhibitor,LGK974,LGK974,LGK9744_005u_exp200921_run111021_40,4,5 uM,2021-09-20,2021-10-11
exp151121,CaM-KK,CaM-KK inhibitor,STO-609,STO609,STO6091_030u_exp151121_run071221_41,4,30 uM,2021-11-15,2021-12-07
exp151121,CaM-KK,CaM-KK inhibitor,STO-609,STO609,STO6092_030u_exp151121_run071221_42,4,30 uM,2021-11-15,2021-12-07
exp151121,CaM-KK,CaM-KK inhibitor,STO-609,STO609,STO6093_030u_exp151121_run071221_43,4,30 uM,2021-11-15,2021-12-07
exp151121,CaM-KK,CaM-KK inhibitor,STO-609,STO609,STO6094_030u_exp151121_run071221_44,4,30 uM,2021-11-15,2021-12-07
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,Capiva1_050u_exp151121_run071221_45,4,50 uM,2021-11-15,2021-12-07
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,Capiva2_050u_exp151121_run071221_46,4,50 uM,2021-11-15,2021-12-07
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,Capiva3_050u_exp151121_run071221_47,4,50 uM,2021-11-15,2021-12-07
exp151121,AKT,AKT inhibitor,Capivasertib (AZD5363),Capiva,Capiva4_050u_exp151121_run071221_48,4,50 uM,2021-11-15,2021-12-07
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,SHP0991_050u_exp151121_run180122_07,4,50 uM,2021-11-15,2022-01-18
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,SHP0992_050u_exp151121_run180122_08,4,50 uM,2021-11-15,2022-01-18
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,SHP0993_050u_exp151121_run180122_09,4,50 uM,2021-11-15,2022-01-18
exp151121,SHP2,SHP2 inhibitor,SHP099 HCL,SHP099,SHP0994_050u_exp151121_run180122_10,4,50 uM,2021-11-15,2022-01-18
exp300821,Drug combinations,EGFR-TKI + multikinase inhibitor,Osimertinb+sorafenib,OsiSor,OsiSor1_015u_exp300821_run290921_09,4,"0,1uM+5uM",2021-08-30,2021-09-29
exp300821,Drug combinations,EGFR-TKI + multikinase inhibitor,Osimertinb+sorafenib,OsiSor,OsiSor2_015u_exp300821_run290921_10,4,"0,1uM+5uM",2021-08-30,2021-09-29
exp300821,Drug combinations,EGFR-TKI + multikinase inhibitor,Osimertinb+sorafenib,OsiSor,OsiSor3_015u_exp300821_run290921_11,4,"0,1uM+5uM",2021-08-30,2021-09-29
exp300821,Drug combinations,EGFR-TKI + multikinase inhibitor,Osimertinb+sorafenib,OsiSor,OsiSor4_015u_exp300821_run290921_12,4,"0,1uM+5uM",2021-08-30,2021-09-29
exp200921,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132711_008u_exp200921_run111021_13,4,8 uM,2021-09-20,2021-10-11
exp200921,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132712_008u_exp200921_run111021_14,4,8 uM,2021-09-20,2021-10-11
exp200921,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132713_008u_exp200921_run111021_15,4,8 uM,2021-09-20,2021-10-11
exp200921,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132714_008u_exp200921_run111021_16,4,8 uM,2021-09-20,2021-10-11
exp181021,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132711_008u_exp181021_run101121_42,4,8 uM,2021-10-18,2021-11-10
exp181021,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132712_008u_exp181021_run101121_43,4,8 uM,2021-10-18,2021-11-10
exp181021,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132713_008u_exp181021_run101121_44,4,8 uM,2021-10-18,2021-11-10
exp181021,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X13271,X13271,X132714_008u_exp181021_run101121_45,4,8 uM,2021-10-18,2021-11-10
exp181021,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X17129,X17129,X171291_008u_exp181021_run101121_46,3,8 uM,2021-10-18,2021-11-10
exp181021,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X17129,X17129,X171292_008u_exp181021_run101121_47,3,8 uM,2021-10-18,2021-11-10
exp181021,New compounds from KIT,EGFR-TKI + multikinase inhibitor,X17129,X17129,X171293_008u_exp181021_run101121_48,3,8 uM,2021-10-18,2021-11-10
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Tunicamycin,Tunica,"Tunica1_0,5x_exp070222_run010322_05",4,"0,5 µg/ml",2022-02-07,2022-03-01
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Tunicamycin,Tunica,"Tunica2_0,5x_exp070222_run010322_06",4,"0,5 µg/ml",2022-02-07,2022-03-01
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Tunicamycin,Tunica,"Tunica3_0,5x_exp070222_run010322_07",4,"0,5 µg/ml",2022-02-07,2022-03-01
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Tunicamycin,Tunica,"Tunica4_0,5x_exp070222_run010322_08",4,"0,5 µg/ml",2022-02-07,2022-03-01
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Thapsigargin,Thapsi,Thapsi1_008n_exp070222_run010322_09,4,8 nM,2022-02-07,2022-03-01
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Thapsigargin,Thapsi,Thapsi2_008n_exp070222_run010322_10,4,8 nM,2022-02-07,2022-03-01
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Thapsigargin,Thapsi,Thapsi3_008n_exp070222_run010322_11,4,8 nM,2022-02-07,2022-03-01
exp070222,ER stress,EGFR-TKI + multikinase inhibitor,Thapsigargin,Thapsi,Thapsi4_008n_exp070222_run010322_12,4,8 nM,2022-02-07,2022-03-01
exp220322,ER stress,EGFR-TKI + multikinase inhibitor,CCT020312,CCT020,CCT0201_003u_exp220322_run200522_29,4,3 uM,2022-03-22,2022-05-20
exp220322,ER stress,EGFR-TKI + multikinase inhibitor,CCT020312,CCT020,CCT0202_003u_exp220322_run200522_30,4,3 uM,2022-03-22,2022-05-20
exp220322,ER stress,EGFR-TKI + multikinase inhibitor,CCT020312,CCT020,CCT0203_003u_exp220322_run200522_31,4,3 uM,2022-03-22,2022-05-20
exp220322,ER stress,EGFR-TKI + multikinase inhibitor,CCT020312,CCT020,CCT0204_003u_exp220322_run200522_32,4,3 uM,2022-03-22,2022-05-20
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Erastin,Erasti,Erasti1_015u_exp070222_run010322_13,4,15 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Erastin,Erasti,Erasti2_015u_exp070222_run010322_14,4,15 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Erastin,Erasti,Erasti3_015u_exp070222_run010322_15,4,15 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Erastin,Erasti,Erasti4_015u_exp070222_run010322_16,4,15 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Ferrostatin1,Ferros,Ferros1_060u_exp070222_run010322_17,4,60 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Ferrostatin1,Ferros,Ferros2_060u_exp070222_run010322_18,4,60 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Ferrostatin1,Ferros,Ferros3_060u_exp070222_run010322_19,4,60 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Ferrostatin1,Ferros,Ferros4_060u_exp070222_run010322_20,4,60 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Deferoxamine mesylate,Defero,Defero1_007u_exp070222_run010322_21,4,7 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Deferoxamine mesylate,Defero,Defero2_007u_exp070222_run010322_22,4,7 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Deferoxamine mesylate,Defero,Defero3_007u_exp070222_run010322_23,4,7 uM,2022-02-07,2022-03-01
exp070222,Ferroptosis,EGFR-TKI + multikinase inhibitor,Deferoxamine mesylate,Defero,Defero4_007u_exp070222_run010322_24,4,7 uM,2022-02-07,2022-03-01
exp070222,GPX4,EGFR-TKI + multikinase inhibitor,ML-210,ML210-,ML210-1_030u_exp070222_run010322_25,4,30 uM,2022-02-07,2022-03-01
exp070222,GPX4,EGFR-TKI + multikinase inhibitor,ML-210,ML210-,ML210-2_030u_exp070222_run010322_26,4,30 uM,2022-02-07,2022-03-01
exp070222,GPX4,EGFR-TKI + multikinase inhibitor,ML-210,ML210-,ML210-3_030u_exp070222_run010322_27,4,30 uM,2022-02-07,2022-03-01
exp070222,GPX4,EGFR-TKI + multikinase inhibitor,ML-210,ML210-,ML210-4_030u_exp070222_run010322_28,4,30 uM,2022-02-07,2022-03-01
exp070222,Notch,EGFR-TKI + multikinase inhibitor,IMR-1,IMR1-,IMR1-1_080u_exp070222_run010322_29,4,80 uM,2022-02-07,2022-03-01
exp070222,Notch,EGFR-TKI + multikinase inhibitor,IMR-1,IMR1-,IMR1-2_080u_exp070222_run010322_30,4,80 uM,2022-02-07,2022-03-01
exp070222,Notch,EGFR-TKI + multikinase inhibitor,IMR-1,IMR1-,IMR1-3_080u_exp070222_run010322_31,4,80 uM,2022-02-07,2022-03-01
exp070222,Notch,EGFR-TKI + multikinase inhibitor,IMR-1,IMR1-,IMR1-4_080u_exp070222_run010322_32,4,80 uM,2022-02-07,2022-03-01
exp220322,β3-adrenergic receptor partial agonist,EGFR-TKI + multikinase inhibitor,"L-755,507",L75550,L755501_025u_exp220322_run060522_41,4,25 uM,2022-03-22,2022-05-06
exp220322,β3-adrenergic receptor partial agonist,EGFR-TKI + multikinase inhibitor,"L-755,507",L75550,L755502_025u_exp220322_run060522_42,4,25 uM,2022-03-22,2022-05-06
exp220322,β3-adrenergic receptor partial agonist,EGFR-TKI + multikinase inhibitor,"L-755,507",L75550,L755503_025u_exp220322_run060522_43,4,25 uM,2022-03-22,2022-05-06
exp220322,β3-adrenergic receptor partial agonist,EGFR-TKI + multikinase inhibitor,"L-755,507",L75550,L755504_025u_exp220322_run060522_44,4,25 uM,2022-03-22,2022-05-06
exp220322,Gap junction,Pannexin 1 inhibitor,Probenecid,Proben,Proben1_500u_exp220322_run200522_37,4,500 uM,2022-03-22,2022-05-20
exp220322,Gap junction,Pannexin 1 inhibitor,Probenecid,Proben,Proben2_500u_exp220322_run200522_38,4,500 uM,2022-03-22,2022-05-20
exp220322,Gap junction,Pannexin 1 inhibitor,Probenecid,Proben,Proben3_500u_exp220322_run200522_39,4,500 uM,2022-03-22,2022-05-20
exp220322,Gap junction,Pannexin 1 inhibitor,Probenecid,Proben,Proben4_500u_exp220322_run200522_40,4,500 uM,2022-03-22,2022-05-20
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,Mefloq1_010u_exp220322_run200522_41,4,10 uM,2022-03-22,2022-05-20
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,Mefloq2_010u_exp220322_run200522_42,4,10 uM,2022-03-22,2022-05-20
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,Mefloq3_010u_exp220322_run200522_43,4,10 uM,2022-03-22,2022-05-20
exp220322,Gap junction,Connexin inhibitor,Mefloquine hydrochloride,Mefloq,Mefloq4_010u_exp220322_run200522_44,4,10 uM,2022-03-22,2022-05-20
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,Saraca1_500n_exp220322_run200522_05,4,500 nM,2022-03-22,2022-05-20
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,Saraca2_500n_exp220322_run200522_06,4,500 nM,2022-03-22,2022-05-20
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,Saraca3_500n_exp220322_run200522_07,4,500 nM,2022-03-22,2022-05-20
exp220322,Src inhibitor,Connexin inhibitor,Saracatinib,Saraca,Saraca4_500n_exp220322_run200522_08,4,500 nM,2022-03-22,2022-05-20
exp220322,Aurora A kinase,Connexin inhibitor,Alisertib,Aliser,Aliser1_050n_exp220322_run200522_01,4,50 uM,2022-03-22,2022-05-20
exp220322,Aurora A kinase,Connexin inhibitor,Alisertib,Aliser,Aliser2_050n_exp220322_run200522_02,4,50 uM,2022-03-22,2022-05-20
exp220322,Aurora A kinase,Connexin inhibitor,Alisertib,Aliser,Aliser3_050n_exp220322_run200522_03,4,50 uM,2022-03-22,2022-05-20
exp220322,Aurora A kinase,Connexin inhibitor,Alisertib,Aliser,Aliser4_050n_exp220322_run200522_04,4,50 uM,2022-03-22,2022-05-20
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,BMS5361_002u_exp220322_run200522_13,4,2 uM,2022-03-22,2022-05-20
exp220322,IGF-1R,Connexin inhibitor,BMS-536924,BMS536,BMS5362_002u_exp220322_run200522_14,4,2 uM,2022-03-22,2022-05-20
